,all_virus_meta_GSE79172_MERS_MDC001_3_24,all_virus_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_meta_GSE79218_MERS_MMVE001_24_36,all_virus_meta_GSE79172_MERS_MDC001_0_24,all_virus_meta_GSE79172_MERS_MDC001_0_12,all_virus_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_4_7,all_virus_meta_GSE79218_MERS_MMVE001_0_48
EXOC4,1.27542827,1.149186172,1.218627937,0,0,-1.068472548,1.149186172,1.218627937,1.395007764,1.340645178,0,0,-2.283894094
EXOC5,-1.293706065,1.380192648,0,0,0,-1.196733699,1.380192648,0,0,0,0,0,1.393487331
EXOC6,0,0,0,0,0,1.105482404,0,0,0,1.356337872,0,0,-1.539730423
EXOC6B,0,1.157375986,0,-1.154510532,0,-1.227201993,1.157375986,0,0,0,0,-1.154510532,-1.099324013
EXOC7,0,-1.055600322,1.197210279,0,0,0,-1.055600322,1.197210279,0,0,0,0,0
EXOC8,-1.291502291,1.47084369,-1.186913442,0,1.154168026,1.088774072,1.47084369,-1.186913442,0,1.166936844,1.154168026,0,0
EXOG,0,1.209081104,0,0,0,-1.261763042,1.209081104,0,0,0,0,0,1.222191516
EXOSC1,1.368486785,1.193425383,0,0,0,-1.15758416,1.193425383,1.212791789,1.181247684,0,0,0,1.360932986
EXOSC10,0,2.142294319,0,0,0,-1.128176274,2.142294319,1.487947405,0,-1.193791453,0,0,2.114782681
EXOSC2,1.290338557,2.513579096,1.408646359,0,0,-1.178124811,0,1.408646359,0,1.31899708,0,0,2.439456046
EXOSC3,0,1.654274104,0,0,-1.247904291,-1.269560403,0,0,0,1.353887064,-1.247904291,0,2.356655408
EXOSC4,0,2.18539076,0,0,0,0,2.18539076,1.350205631,-1.264164012,0,0,0,4.164455765
EXOSC5,1.268840299,2.660945988,0,1.185404769,0,1.451126013,2.660945988,1.720459786,0,0,0,1.185404769,2.719638446
EXOSC6,0,-1.311659047,-2.050718823,1.200365797,0,1.129044074,-1.311659047,-2.050718823,0,0,0,1.200365797,0
EXOSC7,0,1.795040096,0,-1.266315333,0,-1.097365413,1.795040096,0,0,1.244047628,0,-1.266315333,0
EXOSC8,0,1.787840176,1.226229635,1.170947152,0,1.28651986,1.787840176,1.226229635,1.304926895,1.324577645,0,1.170947152,2.459499541
EXOSC9,0,2.380232088,1.481187111,0,-1.203338779,-1.349704211,2.380232088,1.481187111,0,0,-1.203338779,0,1.740082041
EXPH5,0,-1.167858941,0,0,0,0,-1.167858941,0,0,0,0,0,-1.090435204
EXT1,0,2.360969623,1.263052731,-1.249273192,1.730421144,1.127599989,0,1.263052731,0,0,1.730421144,-1.249273192,2.869592176
EXT2,1.329098248,2.031897993,0,-1.144678541,1.4361882,1.217188136,0,1.570671616,0,0,1.4361882,-1.144678541,1.41386271
EXTL1,0,-2.818465644,0,0,0,1.700063832,-2.818465644,0,0,0,0,0,1.628859319
EXTL2,0,1.415982728,0,0,0,-1.090312235,1.415982728,1.22717356,0,0,0,0,0
EXTL3,1.390407406,-1.41015731,-1.264468404,0,1.235103587,1.146488092,-1.41015731,-1.264468404,0,0,1.235103587,0,0
EYA1,1.181981018,0,0,-1.200332073,0,0,0,0,0,0,0,-1.200332073,0
EYA2,0,0,0,-1.222310196,1.38811558,0,0,0,0,0,1.38811558,-1.222310196,-1.688688775
EYA3,0,1.45418281,0,0,0,0,0,0,0,0,0,0,1.614751295
EYS,0,-1.121421971,0,0,0,0,-1.121421971,-1.07587087,0,0,0,0,-1.080356819
EZH1,0,0,0,-1.177065879,0,0,0,0,1.803779282,1.447483325,0,-1.177065879,-1.62015056
EZH2,0,2.111493968,1.889989701,1.580908217,1.554911619,2.557919766,2.111493968,1.889989701,1.365403016,0,1.554911619,1.580908217,1.234786732
EZR,-2.393993025,2.094266151,0,-1.17065599,0,-1.370804377,0,0,-1.878377222,-1.690855191,0,-1.17065599,1.984202234
F10,0,0,0,-1.156868219,-2.37167202,-2.232005565,0,0,0,0,-2.37167202,-1.156868219,1.04238391
F11,0,0,0,0,0,-1.521358493,0,-1.111917519,0,0,0,0,-1.1560259
F11R,0,1.240510965,1.311492782,0,0,-1.179091549,0,1.311492782,0,0,0,0,-2.651793407
F12,-1.691450704,1.952488752,0,0,0,0,0,0,-1.381012429,0,0,0,2.596750921
F13A1,2.1564433,-1.556422192,0,-1.44023724,-1.92998944,-1.720007449,-1.556422192,0,1.94623135,1.227489849,-1.92998944,-1.44023724,0
F2,0,1.33872345,0,0,0,1.901425641,1.33872345,0,0,0,0,0,1.419532531
F2R,-1.445283287,1.981363042,0,0,0,-1.103548656,1.981363042,1.610461845,-1.276732397,-1.218032104,0,0,1.154419792
F2RL1,2.602607793,2.647278957,1.348168149,-1.170792506,0,-1.107795307,0,1.348168149,3.514225911,2.78592354,0,-1.170792506,3.140644778
F2RL2,0,1.34974557,1.159893409,0,0,0,1.34974557,1.159893409,1.249114985,1.385531146,0,0,0
F2RL3,0,-6.506635845,-1.913440988,1.79322971,-1.59410375,1.567216614,0,-1.913440988,-1.208424194,-1.162539842,-1.59410375,1.79322971,-2.558671159
F3,-1.581628418,1.971019505,0,-1.355359456,-2.897057599,-6.378131559,1.971019505,0,-2.676263503,-1.550689873,-2.897057599,-1.355359456,-2.280671355
F5,-1.483973103,0,0,-1.463122528,0,0,0,0,-1.734864874,-1.360707193,0,-1.463122528,0
F7,0,-1.164301725,0,-1.440054232,0,-1.512209662,0,0,0,0,0,-1.440054232,-1.887115659
F8,0,-3.519896754,0,0,0,1.096301506,0,0,0,0,0,0,-6.550216263
F8A1,0,0,0,0,0,0,0,0,0,-1.179750624,0,0,1.371287111
F8A2,0,0,0,0,0,0,0,0,0,-1.294221424,0,0,1.360730054
F9,0,0,0,0,0,0,0,0,0,0,0,0,-1.106017284
FA2H,1.254514063,1.092117622,0,0,0,0,1.092117622,0,-1.630520039,-1.514171652,0,0,0
FAAH,0,-1.141842514,-1.092657358,1.269158953,1.331244894,1.60725491,-1.141842514,-1.092657358,0,0,1.331244894,1.269158953,0
FAAH2,0,-1.295309898,0,0,0,0,-1.295309898,0,0,0,0,0,-1.492406759
FABP1,0,0,0,0,-1.581975542,0,0,0,0,0,-1.581975542,0,0
FABP2,0,0,0,0,-1.418614874,0,0,0,0,-1.122041225,-1.418614874,0,-1.131643362
FABP3,1.246310765,1.192043593,1.491701118,1.411438529,-2.014527189,0,0,1.491701118,0,0,-2.014527189,1.411438529,1.174368097
FABP4,2.024670764,1.111016544,0,0,-2.728778135,-1.660148757,1.111016544,1.193959851,1.41897607,0,-2.728778135,0,0
FABP5,0,1.827051154,0,1.492736429,0,2.598857675,1.827051154,1.646996187,-1.235467168,0,0,1.492736429,1.15433976
FABP6,0,0,-1.050627959,0,0,0,0,-1.050627959,0,0,0,0,0
FABP7,0,0,0,-2.687968431,0,-4.809292249,0,0,0,0,0,-2.687968431,0
FABP9,0,1.394192621,-1.279032312,0,0,0,1.394192621,-1.279032312,0,0,0,0,1.472045814
FADD,-1.279870053,1.292554127,0,0,0,0,0,0,1.221032756,1.276029046,0,0,1.692266497
FADS1,1.410941604,0,1.185157818,0,1.622284883,1.441780356,0,1.185157818,1.184542052,-1.361029769,1.622284883,0,0
FADS2,1.702519871,1.200679114,0,-1.153916682,1.175937432,-1.189497656,1.200679114,0,1.497503794,0,1.175937432,-1.153916682,0
FADS3,-2.067513695,0,-1.449576176,-1.242136223,0,-1.576110687,0,-1.449576176,-2.189642911,-1.673293041,0,-1.242136223,2.895322526
FADS6,0,-1.178184264,-1.129758378,0,0,0,-1.178184264,-1.129758378,0,-1.31018692,0,0,-1.334999471
FAF1,0,1.889332173,0,0,0,-1.522149571,0,1.641166468,0,0,0,0,1.828519539
FAF2,-1.223188152,-1.350853047,0,0,0,-1.092646317,-1.350853047,0,-1.336729777,-1.278130116,0,0,1.679659121
FAH,1.410790871,3.449524578,1.77532599,0,1.551195654,0,0,1.77532599,1.474221799,1.175675064,1.551195654,0,4.772352887
FAHD1,0,1.273657515,0,0,1.23730646,1.155698786,0,0,-1.483944289,-1.199815881,1.23730646,0,1.33548559
FAHD2A,1.381985211,1.571010459,0,0,1.461724103,1.546271051,1.571010459,1.624309825,1.353015965,1.176688883,1.461724103,0,1.270161809
FAIM,0,1.243624351,0,0,0,0,0,1.2540945,0,0,0,0,0
FAIM2,0,-1.130960322,0,0,0,1.437715351,-1.130960322,0,0,0,0,0,-1.518111648
FAIM3,1.336798848,1.177805696,0,1.366118063,0,1.87972702,1.177805696,0,0,0,0,1.366118063,0
FAM100A,0,1.795355938,0,0,0,0,0,1.520527283,-1.567930042,-2.091901513,0,0,0
FAM100B,0,-3.1747585,0,0,0,0,-3.1747585,0,0,-1.322870913,0,0,0
FAM101A,0,0,0,0,1.830502678,1.263824901,0,0,0,-1.128755812,1.830502678,0,-1.506036653
FAM101B,1.240557998,0,0,-1.176057354,1.536934519,1.2100499,0,0,1.548487254,1.570244699,1.536934519,-1.176057354,0
FAM102A,2.212569286,-3.622172933,-1.571504891,1.233479013,0,1.543215625,-3.622172933,-1.571504891,1.863785687,1.612569321,0,1.233479013,-6.444413956
FAM102B,-1.559673172,-1.154832781,-1.172417911,0,1.324518491,1.304345703,0,-1.172417911,-1.420203868,-1.336306658,1.324518491,0,0
FAM103A1,0,-1.741872371,0,0,0,0,-1.741872371,0,0,0,0,0,-2.204681151
FAM104A,0,-1.348681853,-1.484712867,0,0,0,0,-1.484712867,0,0,0,0,0
FAM105A,0,-1.070341694,0,1.236991489,0,1.173321322,-1.070341694,0,0,0,0,1.236991489,0
FAM105B,-1.686144194,1.432356659,0,1.172443336,0,1.139369007,1.432356659,-1.186584044,-1.745881894,-1.484446516,0,1.172443336,-2.066865407
FAM106A,0,0,0,0,0,0,0,0,1.196117614,1.191450539,0,0,0
FAM106CP,1.229426388,-1.100777577,0,0,0,0,-1.100777577,0,0,1.162777542,0,0,-1.260092721
FAM107A,0,2.783670547,0,0,-2.62782216,-4.978535606,0,1.391071796,0,0,-2.62782216,0,2.476930606
FAM107B,-1.295537676,-1.258904789,-1.367990355,1.591459465,0,1.771720283,0,-1.367990355,0,0,0,1.591459465,1.20164417
FAM108A1,0,-1.297496564,0,0,0,0,0,0,0,-1.220803645,0,0,0
FAM108B1,0,-1.970466441,-1.520355756,0,0,0,-1.970466441,-1.520355756,0,1.202083736,0,0,-4.107473381
FAM108C1,-1.451113219,1.939172696,1.692114145,0,0,0,1.939172696,1.692114145,0,0,0,0,1.284165237
FAM109A,0,-1.362680279,0,0,1.344142458,1.373799765,-1.362680279,0,0,-1.199350647,1.344142458,0,-1.451076242
FAM109B,0,0,0,-1.257898697,1.401085248,0,0,0,0,0,1.401085248,-1.257898697,1.259251289
FAM110A,0,-1.551533791,0,0,0,1.361106767,-1.551533791,-1.360240254,0,-1.505155019,0,0,1.284886977
FAM110B,0,-1.370934797,-1.104849983,-1.257471934,-1.393430061,-1.85727521,-1.370934797,-1.104849983,1.471897309,1.510833086,-1.393430061,-1.257471934,-2.446336397
FAM110C,0,1.205047243,0,-1.240689763,0,-1.866942539,1.205047243,0,0,0,0,-1.240689763,1.186711368
FAM111A,1.709077987,1.359568799,1.988054366,1.147940889,0,1.198711623,0,1.988054366,2.186818222,1.361495044,0,1.147940889,-1.302665153
FAM111B,1.251843665,1.717908091,1.556649054,0,0,0,1.717908091,1.556649054,1.338719533,0,0,0,0
FAM113A,1.305657269,0,0,0,0,0,0,0,0,1.17162519,0,0,0
FAM113B,0,-1.271823948,0,0,0,0,-1.271823948,0,0,0,0,0,-1.263719244
FAM114A1,-1.447388959,1.609417485,0,-1.261698982,1.530613562,0,1.609417485,1.162473587,-1.391091469,0,1.530613562,-1.261698982,0
FAM114A2,0,1.407880964,1.33524634,0,0,0,1.407880964,1.33524634,0,0,0,0,0
FAM115A,1.233796741,1.466386571,0,-1.249381009,1.315124767,1.234329015,0,1.351010388,1.248176447,1.126964145,1.315124767,-1.249381009,-1.196035881
FAM115C,-1.310195945,-1.120229115,0,-1.174900997,1.610023152,0,0,-1.220421162,-1.306750601,-1.428026925,1.610023152,-1.174900997,0
FAM116A,0,-1.987257902,-1.268039859,0,0,0,0,-1.268039859,0,-1.199552602,0,0,-1.875334278
FAM116B,0,-1.459236937,0,0,0,0,-1.459236937,0,0,0,0,0,0
FAM117A,1.640546517,-6.201279451,-2.099530867,0,1.225889709,1.376053687,-6.201279451,-2.099530867,2.073583039,1.71097098,1.225889709,0,-5.148512157
FAM117B,1.635119131,0,-1.246388687,0,0,1.123551538,0,-1.246388687,1.500011192,0,0,0,-1.506041974
FAM118A,0,0,0,0,1.216818372,1.223604434,0,0,1.349064097,1.419398233,1.216818372,0,-1.297882993
FAM118B,0,1.915544715,0,0,0,1.101200309,0,1.69875204,0,1.402617723,0,0,1.560132647
FAM120A,0,1.464344301,1.227337825,0,1.17866453,0,0,1.227337825,0,1.206913091,1.17866453,0,1.588026209
FAM120AOS,0,0,0,0,0,0,0,0,0,0,0,0,1.134144488
FAM120B,1.359117114,-1.22920403,0,0,0,1.120348093,-1.22920403,0,1.295937271,1.268490892,0,0,0
FAM120C,1.505195309,-1.718655933,-1.23584448,0,0,0,-1.718655933,-1.23584448,1.305679845,1.179928763,0,0,-1.84079688
FAM122A,0,-1.850307839,-1.574313375,0,0,-1.09128868,-1.850307839,-1.574313375,0,0,0,0,-1.367048564
FAM122B,0,1.54585096,1.127553545,-1.247132612,0,1.411388652,1.54585096,1.127553545,0,1.214436345,0,-1.247132612,0
FAM122C,1.702451259,-1.646833934,0,0,0,0,-1.646833934,0,1.845113978,1.418790989,0,0,-2.620930151
FAM123A,0,0,1.111264168,0,0,0,0,1.111264168,0,0,0,0,0
FAM123C,0,0,0,0,0,0,0,0,0,0,0,0,-2.179963235
FAM124A,0,2.028117785,0,0,0,0,2.028117785,1.707276668,1.224841186,1.239307024,0,0,1.598533763
FAM124B,2.344539226,1.574000068,1.255783006,0,1.295421945,-1.345646976,0,1.255783006,2.107503315,1.813148033,1.295421945,0,2.118695208
FAM125B,0,-2.157315381,-1.503810427,0,0,0,-2.157315381,-1.503810427,0,0,0,0,-1.926052435
FAM126A,2.008536946,2.235716591,1.110387791,0,0,-1.095146399,2.235716591,1.110387791,1.599298846,1.423618975,0,0,1.684694261
FAM126B,-1.560420814,0,-1.283476558,0,0,0,0,-1.283476558,0,0,0,0,1.345697663
FAM127B,-1.431927756,1.428330977,0,0,0,0,1.428330977,0,0,-1.300564914,0,0,1.34711238
FAM127C,0,1.608498481,1.175782359,0,0,0,0,1.175782359,0,0,0,0,-1.56314516
FAM129A,-1.275792742,2.375867873,0,1.121288073,1.256220897,1.791598519,2.375867873,0,0,-1.193749717,1.256220897,1.121288073,3.109107826
FAM129B,-1.756154693,1.354732086,0,-1.241106697,0,0,1.354732086,0,-1.686417039,-1.321645841,0,-1.241106697,2.602898384
FAM129C,1.220327778,-1.103707131,0,0,0,1.533727329,-1.103707131,0,1.246877416,1.211011939,0,0,-1.186151828
FAM131A,0,0,0,0,0,0,0,-1.123345792,0,0,0,0,1.221161599
FAM131B,1.354447688,1.145365231,0,0,0,0,1.145365231,0,1.461997179,1.413392618,0,0,1.222513411
FAM131C,0,-4.905168942,0,0,0,0,0,-1.82527671,0,0,0,0,-2.130430264
FAM132A,0,-1.122341521,0,0,1.849486542,1.538668605,-1.122341521,0,0,-1.12016828,1.849486542,0,0
FAM132B,0,0,0,0,0,1.287570402,0,0,0,-1.232028828,0,0,-1.234023065
FAM133B,0,-1.305701603,-1.154324506,0,-1.299848723,-1.18842295,-1.305701603,-1.154324506,-1.270551274,0,-1.299848723,0,-1.628442315
FAM134A,0,-1.430810555,0,0,1.30564773,1.440581759,-1.430810555,-1.264791968,0,-1.296084561,1.30564773,0,-1.35075457
FAM134B,-1.437107306,0,0,-1.242356593,-1.220449135,-1.547086974,0,0,-1.217588036,0,-1.220449135,-1.242356593,0
FAM134C,0,1.535346485,0,0,1.193778912,0,1.535346485,0,1.617338379,1.29577833,1.193778912,0,0
FAM135A,1.276128267,-1.233115241,0,-1.162833369,1.221355373,1.092597125,-1.233115241,0,1.552868885,1.709893559,1.221355373,-1.162833369,-1.309170872
FAM135B,0,0,0,0,0,0,0,0,-1.271173601,-1.224690541,0,0,0
FAM136A,0,1.434841759,0,0,1.176407569,1.13198076,0,0,0,0,1.176407569,0,1.934202084
FAM138E,0,0,-1.075578703,0,0,0,0,-1.075578703,0,0,0,0,0
FAM13A,1.829952106,1.472361191,1.105275717,0,2.059673084,2.2190506,1.472361191,1.105275717,1.562564975,1.603410697,2.059673084,0,0
FAM13A-AS1,0,-1.242034538,0,0,0,0,-1.242034538,0,0,0,0,0,-2.369747227
FAM13B,0,-1.76831541,-1.257948824,0,0,0,-1.76831541,-1.257948824,0,-1.195237369,0,0,-1.524225626
FAM13C,0,1.100327107,0,0,1.692951238,1.300586852,1.100327107,0,0,0,1.692951238,0,0
FAM149A,0,2.106014904,0,0,1.449680409,1.260645149,0,0,0,0,1.449680409,0,2.529133164
FAM149B1,1.2127522,-1.432477992,0,0,0,0,-1.432477992,-1.200280329,1.238324887,1.310958569,0,0,-1.642300073
FAM150A,0,0,0,-1.646171681,0,-1.433017895,0,0,0,0,0,-1.646171681,0
FAM150B,0,-1.45119189,0,0,0,0,-1.45119189,0,0,0,0,0,-1.793082994
FAM151A,0,0,0,-1.728427749,0,-1.192010385,0,0,0,-1.189486963,0,-1.728427749,0
FAM151B,0,-1.266233327,0,-1.356397914,0,-1.219117171,-1.266233327,0,0,0,0,-1.356397914,0
FAM153A,0,0,1.063093385,0,0,0,0,1.063093385,0,-1.365957145,0,0,0
FAM153B,0,0,0,0,0,0,0,0,0,0,0,0,1.109075345
FAM154A,0,0,0,0,0,0,0,0,0,0,0,0,-2.522853982
FAM154B,0,1.068818495,0,-1.334418031,0,-1.337651826,1.068818495,0,0,-1.125254736,0,-1.334418031,1.096163084
FAM155A,0,-1.71516503,0,0,0,0,0,0,0,0,0,0,-3.196581273
FAM155B,0,0,-1.388571926,0,0,0,0,-1.388571926,0,0,0,0,0
FAM156A,1.336719564,-1.538017452,-1.19375809,0,0,0,-1.538017452,-1.19375809,1.292639794,1.32868574,0,0,-1.619129428
FAM156B,0,1.568230767,0,0,0,0,1.568230767,0,1.445328908,1.239566985,0,0,1.552149491
FAM157A,0,1.105786435,0,0,0,0,1.105786435,0,0,0,0,0,0
FAM158A,1.557735104,1.696000936,0,0,0,0,1.696000936,0,1.563261336,0,0,0,2.069766325
FAM159A,0,0,0,0,0,0,0,0,0,0,0,0,-1.151475507
FAM159B,0,1.046457107,0,0,0,0,1.046457107,0,0,0,0,0,0
FAM160A1,0,0,0,-1.334405924,1.155918152,-1.23949555,0,0,0,0,1.155918152,-1.334405924,-1.082712931
FAM160A2,0,-1.414500513,0,0,0,0,-1.414500513,0,0,-1.388339617,0,0,1.559394352
FAM160B1,0,-1.224271342,0,0,1.197250209,1.185009516,-1.224271342,0,0,0,1.197250209,0,-1.731385463
FAM160B2,0,-1.259459696,0,0,0,1.35340724,-1.259459696,0,0,0,0,0,1.166712012
FAM161A,0,1.557924838,0,-1.220652608,1.384422366,1.122145149,1.557924838,0,0,0,1.384422366,-1.220652608,0
FAM161B,0,-1.286203153,0,-1.201274483,0,-1.127263064,0,0,1.190124333,0,0,-1.201274483,0
FAM162A,0,2.222069064,0,0,1.212820937,1.156989564,0,1.740755877,0,0,1.212820937,0,1.322976971
FAM162B,0,-1.323898475,0,0,1.516192618,1.559629793,-1.323898475,0,0,0,1.516192618,0,-2.863432154
FAM163A,0,-1.081117143,0,0,0,0,-1.081117143,0,0,0,0,0,0
FAM163B,0,1.050483866,0,0,0,0,1.050483866,0,0,1.175451904,0,0,0
FAM164A,-1.470694757,-1.552328154,1.123647153,0,0,0,0,1.123647153,0,0,0,0,-2.33433956
FAM164C,1.206285282,1.188022741,0,0,0,0,1.188022741,0,0,0,0,0,1.793879962
FAM165B,1.25376882,0,0,0,0,0,0,0,1.342504065,1.372924012,0,0,0
FAM166A,0,1.270595024,0,0,0,0,1.270595024,0,0,0,0,0,1.204664972
FAM166B,0,-1.809951489,0,-1.332796744,1.897257152,1.209142624,-1.809951489,0,0,0,1.897257152,-1.332796744,1.846264842
FAM167A,0,1.189128375,0,-1.29837675,0,-1.753069781,1.189128375,0,0,0,0,-1.29837675,1.217749941
FAM167B,0,1.309305415,1.125888663,0,0,1.313848644,1.309305415,1.125888663,0,-1.473782537,0,0,0
FAM168A,0,0,0,-1.245451522,0,-1.073530088,0,0,0,0,0,-1.245451522,0
FAM168B,-1.265103249,1.257090574,0,0,1.198388616,1.458373511,0,0,-1.296629314,-1.316812508,1.198388616,0,1.684145571
FAM169A,-1.72377323,-1.404407389,-1.3180284,1.146445666,0,0,0,-1.3180284,0,0,0,1.146445666,1.314242592
FAM169B,0,-1.365350954,0,2.813983565,0,3.89363246,-1.365350954,0,0,0,0,2.813983565,0
FAM170A,0,-1.287997343,0,0,0,0,-1.287997343,0,0,0,0,0,-1.553144152
FAM170B,0,-1.151916759,0,0,0,0,-1.151916759,0,0,0,0,0,-1.138917072
FAM171A1,0,0,1.283385792,0,1.577817203,1.305346872,0,1.283385792,0,0,1.577817203,-1.229364474,1.417415769
FAM171A2,2.123314653,-1.786441967,0,0,3.040522471,3.122564466,-1.786441967,0,0,0,3.040522471,0,-1.440363039
FAM171B,0,-1.31173476,0,0,0,1.251635305,-1.31173476,0,0,0,0,0,-2.526519899
FAM172A,1.33699825,-1.837119868,0,0,0,0,0,-1.643718056,0,0,0,0,-2.241202139
FAM172BP,0,-1.079015974,0,0,0,0,-1.079015974,0,0,0,0,0,0
FAM173A,1.257863101,1.861153816,0,0,1.32536189,1.468695328,1.861153816,1.534982845,-1.217939887,-1.266179796,1.32536189,0,2.354441695
FAM173B,1.481960566,0,1.439411273,0,1.285664804,0,0,1.439411273,0,1.332856995,1.285664804,0,-2.859761432
FAM174A,0,-1.367131532,-1.187308669,0,0,0,-1.367131532,-1.187308669,-1.430584477,0,0,0,-2.188490172
FAM174B,0,0,1.371093561,-1.159040696,2.041011156,1.583808499,0,1.371093561,0,0,2.041011156,-1.159040696,-1.325659338
FAM175A,0,-1.264366143,0,0,0,1.124443466,-1.264366143,0,0,0,0,0,-1.969637466
FAM175B,-1.402292756,1.656001105,0,-1.120495948,0,-1.126857515,1.656001105,1.439545971,0,1.202130487,0,-1.120495948,1.149339613
FAM176A,0,1.687285515,1.12292342,0,0,0,0,1.12292342,0,0,0,0,2.061439501
FAM176B,0,-1.111463936,0,0,0,0,0,0,0,0,0,0,-1.158628795
FAM177A1,-1.324541141,1.505268332,0,0,0,0,1.505268332,0,-1.251997773,0,0,0,1.370019573
FAM177B,-2.758622493,-6.262399574,0,0,0,0,-6.262399574,0,0,0,0,0,-4.091560769
FAM178A,0,-1.175371304,0,0,-1.199694661,-1.091705325,-1.175371304,0,0,1.170674984,-1.199694661,0,-1.344633666
FAM178B,0,-1.880687146,0,0,0,1.707484225,-1.880687146,0,0,0,0,0,-1.814167282
FAM179A,1.439761185,-1.061265117,-1.141189394,0,0,-1.225476393,-1.061265117,-1.141189394,1.641652179,0,0,0,1.17054407
FAM179B,-1.331020747,-2.773798118,0,0,-1.132540586,-1.152499612,-2.773798118,-1.45432167,0,0,-1.132540586,0,0
FAM180A,0,1.23886342,0,-2.065694025,2.219668397,1.97764623,1.23886342,0,0,0,2.219668397,-2.065694025,0
FAM180B,-1.256598502,-2.003180623,0,0,0,0,0,-2.393240432,0,0,0,0,-2.854486553
FAM181A,0,-2.054552223,0,0,0,0,0,0,0,-1.20552435,0,0,-2.180641689
FAM181B,1.372397694,0,0,-1.350818025,2.362278081,2.043225211,0,0,1.406955431,1.295948801,2.362278081,-1.350818025,0
FAM182A,0,-1.121790972,0,0,0,0,-1.121790972,0,0,0,0,0,-1.21311163
FAM182B,0,-1.275052687,0,0,0,0,0,0,0,0,0,0,-2.810087836
FAM183A,0,-1.146935809,-1.111525372,0,0,0,-1.146935809,-1.111525372,0,0,0,0,0
FAM183B,0,1.31331208,1.356235459,-1.232324229,1.365975041,0,1.31331208,1.356235459,-1.356073998,-1.366343187,1.365975041,-1.232324229,1.38953563
FAM184A,0,-1.365938305,1.162173842,0,0,1.133340019,-1.365938305,1.162173842,0,0,0,0,-1.0915371
FAM184B,0,0,0,0,0,0,0,0,0,1.298260955,0,0,-1.839496279
FAM185A,1.272077793,0,0,1.171050132,1.258969729,1.16963648,0,1.233755501,1.375377157,1.331804527,1.258969729,1.171050132,0
FAM186A,0,0,0,0,0,0,0,0,0,-1.214024845,0,0,0
FAM186B,-1.387698961,1.105537078,-1.425025337,0,0,0,1.105537078,-1.425025337,-1.30466592,-1.230072078,0,0,1.2790716
FAM187B,0,1.143153303,0,0,0,-1.188057097,1.143153303,0,0,-1.488453377,0,0,0
FAM188A,0,-1.191029026,-1.250876101,1.177841461,-1.561698544,-1.221027742,-1.191029026,-1.250876101,0,1.170628552,-1.561698544,1.177841461,0
FAM188B,0,1.139868532,0,-1.342771917,1.553810206,-1.216922294,1.139868532,0,-1.215663697,-1.1862272,1.553810206,-1.342771917,1.16856688
FAM189A1,0,-1.403383886,0,0,0,0,-1.403383886,0,0,0,0,0,1.500519542
FAM189A2,0,-2.787918799,-1.429777518,-1.255872893,1.790301771,1.320272011,-2.787918799,-1.429777518,0,0,1.790301771,-1.255872893,-4.989829938
FAM189B,0,2.179437384,1.237134849,1.420472099,0,1.612952961,0,1.237134849,0,0,0,1.420472099,1.809516607
FAM18A,0,1.091630165,0,0,0,0,1.091630165,0,0,1.11168194,0,0,1.233716744
FAM18B1,-1.4745506,0,0,0,0,0,0,0,-1.22812708,1.23913108,0,0,0
FAM18B2,-1.31583677,1.295099221,0,0,0,0,0,0,0,1.343986957,0,0,0
FAM18B2-CDRT4,0,0,0,0,0,0,0,0,1.226357553,1.293909777,0,0,0
FAM190B,-1.252893567,-1.198094615,0,0,0,0,-1.198094615,0,0,0,0,0,-1.493138564
FAM192A,0,0,0,0,0,-1.070670945,0,0,0,0,0,0,-1.328751123
FAM193A,0,0,0,0,-1.223851967,-1.14747353,0,0,0,0,-1.223851967,0,1.508911022
FAM193B,0,0,0,0,1.512148936,1.805550706,0,0,0,0,1.512148936,0,0
FAM194A,0,1.090595257,1.138609967,0,0,0,1.090595257,1.138609967,0,-1.197426286,0,0,0
FAM195A,1.33675754,0,0,0,0,0,0,0,0,-1.374320568,0,0,1.654018958
FAM195B,-1.278752605,-1.257158957,0,0,0,0,0,0,-1.260969374,-1.31103383,0,0,-1.703389946
FAM196A,0,1.040794448,0,0,0,0,1.040794448,0,0,0,0,0,0
FAM196B,0,1.413219608,-1.122481281,0,0,0,1.413219608,-1.122481281,0,0,0,0,4.885210985
FAM197Y2P,0,1.049702013,1.094716807,0,0,0,1.049702013,1.094716807,-1.183782581,-1.205267444,0,0,0
FAM198A,0,0,0,0,2.142715201,2.033240578,0,0,0,-1.176761341,2.142715201,0,0
FAM198B,3.013606948,0,0,0,0,1.105848138,0,0,1.41021371,0,0,0,-2.839423668
FAM199X,0,-1.602534483,-1.685967719,0,1.162650152,1.26073473,0,-1.685967719,0,1.258431035,1.162650152,0,1.278387161
FAM19A1,0,0,0,-1.154391046,1.649563635,1.465545318,0,0,0,0,1.649563635,-1.154391046,0
